dataset,model,pr(Y=1|S=0),DP,"t(P(S=1), DP)",I_v(X_to_S)
dutch_census,mlp_one_layer,0.95,0.1872322295074205,0.0043836019807999,0.1260161034143608
dutch_census,mlp_two_layer,0.95,0.1889579711555237,0.00446482309058,0.1283343302925554
german_data,sgd_lr,0.05,0.4254394827237825,0.0199745663959106,0.4179247303108706
german_data,mlp_one_layer,0.05,0.4290765811275005,0.0203187647205372,0.8723808081373005
german_data,mlp_two_layer,0.05,0.4445342493433017,0.0218147757535601,0.8721519057547222
german_data,sgd_lr,0.0699999999999999,0.3403717922812689,0.0127693125839592,0.2767506115346403
german_data,mlp_one_layer,0.0699999999999999,0.4794908062234795,0.0253963183457405,0.8662524317075305
german_data,mlp_two_layer,0.0699999999999999,0.4643362295413215,0.023809799137322,0.8370601601190998
german_data,sgd_lr,0.0899999999999999,0.3648211759951505,0.0146745052558963,0.4272989697520653
german_data,mlp_one_layer,0.0899999999999999,0.2493433016771064,0.0068456064153346,0.9004405998921156
german_data,mlp_two_layer,0.0899999999999999,0.4209941402303495,0.01955791386853,0.8817632544134759
german_data,sgd_lr,0.1099999999999999,0.4712063043038998,0.0245225992933053,0.4357812026715492
german_data,mlp_one_layer,0.1099999999999999,0.2449989896948878,0.006608872675255,0.9080766099330976
german_data,mlp_two_layer,0.1099999999999999,0.2499494847443927,0.0068789713849791,0.8902024732194892
german_data,sgd_lr,0.13,0.3762376237623762,0.0156098265684111,0.3703215393645182
german_data,mlp_one_layer,0.13,0.3245100020206102,0.0116045740809484,0.7762850185037832
german_data,mlp_two_layer,0.13,0.2418670438472419,0.0064407970423673,0.9027227529117215
german_data,sgd_lr,0.15,0.4121034552434836,0.0187379146633194,0.4413646641795022
german_data,mlp_one_layer,0.15,0.3081430592038796,0.0104614554361943,0.8991213302954657
german_data,mlp_two_layer,0.15,0.3956354819155384,0.0172658726619183,0.8525424522032993
german_data,sgd_lr,0.17,0.31713477470196,0.0110820878046484,0.3661429591572705
german_data,mlp_one_layer,0.17,0.1491210345524348,0.0024466137913756,0.9071130589269536
german_data,mlp_two_layer,0.17,0.2236815518286523,0.0055077821531127,0.6249340506050413
german_data,sgd_lr,0.1899999999999999,0.4034148312790462,0.0179536805642137,0.485622027722218
german_data,mlp_one_layer,0.1899999999999999,0.3813901798343099,0.0160415035956769,0.8245166943229966
german_data,mlp_two_layer,0.1899999999999999,0.2864214992927865,0.0090363234979327,0.904645673164271
german_data,sgd_lr,0.2099999999999999,0.4325116185087896,0.0206465697027435,0.363590033749177
german_data,mlp_one_layer,0.2099999999999999,0.127500505152556,0.0017883900813988,0.0403577340803789
german_data,mlp_two_layer,0.2099999999999999,0.225197009496868,0.0055827382340199,0.8520968106352551
german_data,sgd_lr,0.2299999999999999,0.3573449181652859,0.0140777682166989,0.423367176954901
german_data,mlp_one_layer,0.2299999999999999,0.3114770660739542,0.0106894798319477,0.7056579256365919
german_data,mlp_two_layer,0.2299999999999999,0.2678318852293392,0.0078998708093844,0.9063055665253992
german_data,sgd_lr,0.25,0.3140028288543139,0.0108638713997924,0.4166196508559111
german_data,mlp_one_layer,0.25,0.1617498484542331,0.0028787745418498,0.8949225817509614
german_data,mlp_two_layer,0.25,0.1153768438068296,0.0014643724689053,0.9013280357756912
german_data,sgd_lr,0.27,0.3034956556880177,0.0101477269702478,0.3506542799467206
german_data,mlp_one_layer,0.27,0.2159022024651444,0.0051310043881771,0.5855864286901228
german_data,mlp_two_layer,0.27,0.227015558698727,0.005673356195373,0.9004013466274898
german_data,sgd_lr,0.29,0.2536876136593252,0.0070865208877223,0.4043347528553828
german_data,mlp_one_layer,0.29,0.2028692665184885,0.0045297663455057,0.8837903699071576
german_data,mlp_two_layer,0.29,0.1843806829662558,0.0037412366163194,0.907601455735911
german_data,sgd_lr,0.31,0.2307536876136593,0.0058619243758536,0.3917705503033777
german_data,mlp_one_layer,0.31,0.2177207516670034,0.0052178836175269,0.909076716826684
german_data,mlp_two_layer,0.31,0.0185896140634471,3.800568137877124e-05,0.9061641851927608
german_data,sgd_lr,0.3299999999999999,0.2808648211759951,0.0086885876963353,0.3868076055705135
german_data,mlp_one_layer,0.3299999999999999,0.1929682764194786,0.0040981027926866,0.9108817242599252
german_data,mlp_two_layer,0.3299999999999999,0.0447565164679732,0.0002203098596814,0.8966603401185326
german_data,sgd_lr,0.35,0.2357041826631642,0.0061164091370801,0.3531956339221641
german_data,mlp_one_layer,0.35,0.0714285714285714,0.0005611652220669,0.9057099943358584
german_data,mlp_two_layer,0.35,0.1011315417256011,0.0011250249811579,0.9006907334627721
german_data,sgd_lr,0.37,0.2310567791473025,0.0058773492058744,0.4073505147474324
german_data,mlp_one_layer,0.37,0.0015154576682157,2.525762889971043e-07,0.9103403695111204
german_data,mlp_two_layer,0.37,0.0729440290967872,0.0005852320632089,0.8925696876125464
german_data,sgd_lr,0.39,0.252374217013538,0.007013245307642,0.4573119809232123
german_data,mlp_one_layer,0.39,0.1425540513234997,0.0022357898713916,0.89878312972567
german_data,mlp_two_layer,0.39,0.2049909072539907,0.0046250837852652,0.88416521015456
german_data,sgd_lr,0.41,0.1682158011719539,0.0031136587635953,0.3759111117259391
german_data,mlp_one_layer,0.41,0.0884016973125884,0.0008595879161409,0.9075655732693292
german_data,mlp_two_layer,0.41,0.0513234996969084,0.0002897070641006,0.9054908818149202
german_data,sgd_lr,0.43,0.2628813901798343,0.0076101536867932,0.373022956741169
german_data,mlp_one_layer,0.43,0.0973934128106688,0.0010433787408152,0.9023078130526634
german_data,mlp_two_layer,0.43,0.1688219842392402,0.003136152118242,0.9087288648510048
german_data,sgd_lr,0.4499999999999999,0.1038593655283894,0.0011865466936092,0.3759362148720104
german_data,mlp_one_layer,0.4499999999999999,0.1755910284906042,0.0033928366059151,0.7758206029423288
german_data,mlp_two_layer,0.4499999999999999,0.0586987270155587,0.0003789575692751,0.9037261462311792
german_data,sgd_lr,0.47,0.1184077591432611,0.0015423409611624,0.4034806635243969
german_data,mlp_one_layer,0.47,0.0176803394625176,3.4378640916285466e-05,0.8205312106563251
german_data,mlp_two_layer,0.47,0.0432410587997575,0.0002056425236362,0.907504329765062
german_data,sgd_lr,0.49,0.2393412810668822,0.0063068342840687,0.4072896436757282
german_data,mlp_one_layer,0.49,0.0277833905839564,8.489493179159313e-05,0.9069958409892684
german_data,mlp_two_layer,0.49,0.052535865831481,0.000303556391305,0.8820627771158817
german_data,sgd_lr,0.51,0.1496261871085067,0.0024632248791675,0.3950889787898386
german_data,mlp_one_layer,0.51,0.0234390786017377,6.04213632236256e-05,0.9037071519714988
german_data,mlp_two_layer,0.51,0.0085875934532229,8.110516230405757e-06,0.9089472067263988
german_data,sgd_lr,0.53,0.00575873913922,3.6472037403961616e-06,0.4444995762574344
german_data,mlp_one_layer,0.53,0.0560719337239846,0.0003457974709999,0.7153168758016417
german_data,mlp_two_layer,0.53,0.0109112952111537,1.309358371045502e-05,0.888767922272043
german_data,sgd_lr,0.55,0.1013336027480299,0.0011295259505405,0.390248691140218
german_data,mlp_one_layer,0.55,0.1019397858153161,0.0011430828046105,0.618985310185526
german_data,mlp_two_layer,0.55,0.023540109112952,6.0943365083559456e-05,0.8091199640100015
german_data,sgd_lr,0.5700000000000001,0.0255607193372398,7.185490926991235e-05,0.4177967985325557
german_data,mlp_one_layer,0.5700000000000001,0.0217215599110931,5.189085577500142e-05,0.8895389710866998
german_data,mlp_two_layer,0.5700000000000001,0.0653667407557081,0.0004699521858049,0.907148649650914
german_data,sgd_lr,0.5900000000000001,0.0054556476055768,3.2733904044043746e-06,0.3881551143652189
german_data,mlp_one_layer,0.5900000000000001,0.0481915538492625,0.0002554264457215,0.905616614070192
german_data,mlp_two_layer,0.5900000000000001,0.124873711860982,0.0017154380402229,0.9078619004245088
german_data,sgd_lr,0.61,0.0230349565568801,5.835580839515712e-05,0.4260145305506652
german_data,mlp_one_layer,0.61,0.1114366538694685,0.0013660387850843,0.6402783456977568
german_data,mlp_two_layer,0.61,0.0379874722166094,0.0001587075451478,0.8668920442225757
german_data,sgd_lr,0.63,0.053041018387553,0.0003094223916151,0.4237152335490381
german_data,mlp_one_layer,0.63,0.031622550010103,0.0001099782799234,0.8905861882156318
german_data,mlp_two_layer,0.63,0.0001010305112144,1.1225612359335884e-09,0.9077520855213276
german_data,sgd_lr,0.65,0.0326328551222468,0.0001171180479791,0.4779778843163492
german_data,mlp_one_layer,0.65,0.1142655081834714,0.0014362910708655,0.904463194856944
german_data,mlp_two_layer,0.65,0.0363709840371793,0.0001454875730527,0.8875427734012877
german_data,sgd_lr,0.6699999999999999,0.03293594665589,0.0001193037634948,0.3808385529984169
german_data,mlp_one_layer,0.6699999999999999,0.0335421297231763,0.0001237358203355,0.8803070666827477
german_data,mlp_two_layer,0.6699999999999999,0.0443523944231157,0.0002163491664724,0.8990843308356725
german_data,sgd_lr,0.69,0.0267730854718125,7.883293058222302e-05,0.5527857859101071
german_data,mlp_one_layer,0.69,0.0493028894726207,0.0002673435037068,0.906210365018989
german_data,mlp_two_layer,0.69,0.103455243483532,0.0011773289662522,0.9050872451212936
german_data,sgd_lr,0.71,0.0162659123055163,2.909805527032464e-05,0.4531790475296723
german_data,mlp_one_layer,0.71,0.1003232976358859,0.0011071110123855,0.7589174979152635
german_data,mlp_two_layer,0.71,0.1962012527783391,0.0042366727845014,0.905375133079938
german_data,sgd_lr,0.73,0.0969892907658112,0.0010347364230883,0.476805581788238
german_data,mlp_one_layer,0.73,0.0740553647201455,0.0006032023256687,0.8425071734706645
german_data,mlp_two_layer,0.73,0.029804000808244,9.76925313727314e-05,0.9038170716959778
german_data,sgd_lr,0.75,0.0453626995352596,0.0002263182685163,0.4580643787825353
german_data,mlp_one_layer,0.75,0.0455647605576884,0.0002283390366077,0.8434531707285678
german_data,mlp_two_layer,0.75,0.1173974540311173,0.0015161266020509,0.8967130109670893
german_data,sgd_lr,0.77,0.0704182663164275,0.0005454014648372,0.4310913793720572
german_data,mlp_one_layer,0.77,0.1198221863002626,0.0015794188465388,0.9083143994271212
german_data,mlp_two_layer,0.77,0.0780965851687209,0.0006708402226381,0.9101854427450712
german_data,sgd_lr,0.79,0.0317235805213175,0.0001106821525052,0.3831298507561542
german_data,mlp_one_layer,0.79,0.0192968276419478,4.0952444600168445e-05,0.8705712487513922
german_data,mlp_two_layer,0.79,0.0038391594261466,1.6209788758405777e-06,0.9074531617555068
german_data,sgd_lr,0.81,0.0704182663164275,0.0005454014648372,0.5108755986431809
german_data,mlp_one_layer,0.81,0.2914730248535058,0.0093583957412946,0.9071306290344916
german_data,mlp_two_layer,0.81,0.209537280258638,0.0048326855476987,0.9090797459945588
german_data,sgd_lr,0.83,0.0351586179026065,0.0001359498315709,0.5226418678406307
german_data,mlp_one_layer,0.83,0.0653667407557081,0.0004699521858049,0.9086597741339184
german_data,mlp_two_layer,0.83,0.0997171145685996,0.0010937699388394,0.889499657277803
german_data,sgd_lr,0.85,0.1184077591432611,0.0015423409611624,0.4992969416505903
german_data,mlp_one_layer,0.85,0.1631642756112346,0.0029293672566009,0.3530531161860091
german_data,mlp_two_layer,0.85,0.0477874318044049,0.0002511603416798,0.8679670466335119
german_data,sgd_lr,0.87,0.2000404122044857,0.0044042237883958,0.56877161506044
german_data,mlp_one_layer,0.87,0.1313396645787027,0.0018977474394911,0.8898277468840213
german_data,mlp_two_layer,0.87,0.1276015356637704,0.0017912262935344,0.9103248652488332
german_data,sgd_lr,0.89,0.1193170337441907,0.0015661261478586,0.474233127777713
german_data,mlp_one_layer,0.89,0.2611638714891897,0.0075109091371265,0.8644012001829896
german_data,mlp_two_layer,0.89,0.0375833501717518,0.0001553486606765,0.9076268732169428
german_data,sgd_lr,0.91,0.1289149323095574,0.0018283017378055,0.3974791729459442
german_data,mlp_one_layer,0.91,0.1718528995756718,0.0032498352277579,0.8188892311231376
german_data,mlp_two_layer,0.91,0.1768033946251768,0.0034398777917783,0.8955988695761262
german_data,sgd_lr,0.93,0.1134572640937562,0.0014160391187049,0.5137922933248582
german_data,mlp_one_layer,0.93,0.192261062840978,0.0040680983777525,0.8274803206678394
german_data,mlp_two_layer,0.93,0.1857951101232572,0.003798894270138,0.8904134581806545
german_data,sgd_lr,0.95,0.0828450191957971,0.0007549081019962,0.4126809699647543
german_data,mlp_one_layer,0.95,0.2105475853707819,0.0048794397376461,0.8575596070099842
german_data,mlp_two_layer,0.95,0.1143665386946858,0.0014388326828562,0.9047643101856356
compas,sgd_lr,0.050000000000000044,0.17497977408420126,0.0038287313792568518,0.13147187467578927
compas,mlp_one_layer,0.050000000000000044,0.24100672148999286,0.007266136506305313,0.13501520181458354
compas,mlp_two_layer,0.050000000000000044,0.2351309649383323,0.006915888320933596,0.13564828353706362
compas,sgd_lr,0.06999999999999995,0.19146432216726234,0.004584494033321216,0.1268878413355358
compas,mlp_one_layer,0.06999999999999995,0.24355074912695732,0.007420473866264954,0.12720087072866404
compas,mlp_two_layer,0.06999999999999995,0.25349643784925974,0.008039449906382761,0.12919311933666994
compas,sgd_lr,0.08999999999999997,0.1765833393072325,0.003899258714001058,0.1182999342677767
compas,mlp_one_layer,0.08999999999999997,0.2351753424751059,0.006918501124291982,0.12453846388744012
compas,mlp_two_layer,0.08999999999999997,0.2524672203617793,0.007974242845490871,0.12403037955708236
compas,sgd_lr,0.10999999999999999,0.1977701994599595,0.004891614589657719,0.1315588176975187
compas,mlp_one_layer,0.10999999999999999,0.2451986918867622,0.007521316618013443,0.1364180353722596
compas,mlp_two_layer,0.10999999999999999,0.25146019164268574,0.007910699254300895,0.13707791436181507
compas,sgd_lr,0.13,0.2041204542894303,0.005210975206961029,0.11586656194761764
compas,mlp_one_layer,0.13,0.24517650311837536,0.007519954286526679,0.119122362330395
compas,mlp_two_layer,0.13,0.24847238863798515,0.007723668427345828,0.11822877692072264
compas,sgd_lr,0.15000000000000002,0.20403169921588304,0.0052064419243184595,0.1191587276404492
compas,mlp_one_layer,0.15000000000000002,0.23843794484213546,0.007111947339459355,0.12307481056545798
compas,mlp_two_layer,0.15000000000000002,0.25118283203785063,0.007893242605825312,0.12628611436066559
compas,sgd_lr,0.17000000000000004,0.21029319897180662,0.00553110462138668,0.10897691886836888
compas,mlp_one_layer,0.17000000000000004,0.2290887926237707,0.006564762838033033,0.11421078409209351
compas,mlp_two_layer,0.17000000000000004,0.2510607938117232,0.007885567805209263,0.11257767337478876
compas,sgd_lr,0.18999999999999995,0.19454941438719742,0.0047335039896753,0.10105491311080578
compas,mlp_one_layer,0.18999999999999995,0.2289667543976432,0.006557765347218629,0.10184169067839986
compas,mlp_two_layer,0.18999999999999995,0.24903564198934255,0.00775875543434699,0.09719198972374542
compas,sgd_lr,0.20999999999999996,0.19989264049757463,0.004997228862092742,0.09150294425056828
compas,mlp_one_layer,0.20999999999999996,0.2278931593733892,0.006496368150863298,0.09443524020095179
compas,mlp_two_layer,0.20999999999999996,0.22394270518636858,0.00627293945365618,0.09626808501799866
compas,sgd_lr,0.22999999999999998,0.21523702725122124,0.005794395132012617,0.08278884818914918
compas,mlp_one_layer,0.22999999999999998,0.23235139499080018,0.00675322202713579,0.08662485426906431
compas,mlp_two_layer,0.22999999999999998,0.2488470374580547,0.0077469977251945965,0.08719792160277315
compas,sgd_lr,0.25,0.21221594109394043,0.005632774136115034,0.08642836866377394
compas,mlp_one_layer,0.25,0.21180544887878447,0.005610990511007854,0.09162885875590562
compas,mlp_two_layer,0.25,0.23471791248067017,0.006891592877360285,0.09259202447746283
compas,sgd_lr,0.27,0.2168627812426393,0.005882317079168911,0.08805219280843316
compas,mlp_one_layer,0.27,0.23302559218409166,0.006792499235545487,0.08966581443635406
compas,mlp_two_layer,0.27,0.24866952731096026,0.007735939811461639,0.08647479797864151
compas,sgd_lr,0.29000000000000004,0.20349660853209348,0.005179153330969021,0.07985435929318073
compas,mlp_one_layer,0.29000000000000004,0.21607507996490763,0.005839634790439365,0.08373822937565596
compas,mlp_two_layer,0.29000000000000004,0.23636585524047504,0.006988779214944792,0.08234318380938027
compas,sgd_lr,0.31000000000000005,0.19777617335914055,0.004891910269809487,0.06729199471000023
compas,mlp_one_layer,0.31000000000000005,0.2204445605087714,0.006078362955161452,0.07142731312852964
compas,mlp_two_layer,0.31000000000000005,0.22506921188908346,0.006336252779667323,0.06935292143751748
compas,sgd_lr,0.32999999999999996,0.20143817355713267,0.005074846715795181,0.057225168756382
compas,mlp_one_layer,0.32999999999999996,0.21128401282169448,0.005583380387907731,0.05543226720796143
compas,mlp_two_layer,0.32999999999999996,0.21402773937414016,0.005729426167353486,0.05145465598742865
compas,sgd_lr,0.35,0.23556961982105612,0.006941736595566139,0.07427478709966379
compas,mlp_one_layer,0.35,0.25085853465373575,0.007872856272752905,0.08144907290622228
compas,mlp_two_layer,0.35,0.26102611105990625,0.008524599098111233,0.08090774840368528
compas,sgd_lr,0.37,0.19423365114476981,0.004718142980466463,0.06383339120691002
compas,mlp_one_layer,0.37,0.217875783860914,0.005937436423912725,0.06801660756209156
compas,mlp_two_layer,0.37,0.231771926770237,0.006719554729633675,0.06799063968074509
compas,sgd_lr,0.39,0.1948523764170942,0.004748265759831647,0.06097486261705989
compas,mlp_one_layer,0.39,0.2176982737138195,0.005927759157501709,0.06338241706758972
compas,mlp_two_layer,0.39,0.223296670660645,0.006236773957138049,0.06500107468294548
compas,sgd_lr,0.41000000000000003,0.19467486626999975,0.004739613817651691,0.054494007971018464
compas,mlp_one_layer,0.41000000000000003,0.21577297134917955,0.005823306083139108,0.06017182192883571
compas,mlp_two_layer,0.41000000000000003,0.21864983051194609,0.00597972732010762,0.05937853559429458
compas,sgd_lr,0.43000000000000005,0.19086863907749346,0.0045559974487903296,0.05600798863784081
compas,mlp_one_layer,0.43000000000000005,0.22286398967710225,0.006212610735571239,0.06171387478067949
compas,mlp_two_layer,0.43000000000000005,0.22200118795252283,0.006164567562966735,0.05904911477818431
compas,sgd_lr,0.44999999999999996,0.18864378833963152,0.004450350685167238,0.05838414508591543
compas,mlp_one_layer,0.44999999999999996,0.19483872179039463,0.004747599945267663,0.06092770705663216
compas,mlp_two_layer,0.44999999999999996,0.19762682587961394,0.004884520951226398,0.059305162648429756
compas,sgd_lr,0.47,0.20137758115115323,0.005071792434208045,0.048952608682423106
compas,mlp_one_layer,0.47,0.209486722582363,0.00548873642681748,0.05219348443326725
compas,mlp_two_layer,0.47,0.21230810982416254,0.005637671074702932,0.04677150967219557
compas,sgd_lr,0.49,0.18345332336545578,0.004208707197182502,0.044904839700803514
compas,mlp_one_layer,0.49,0.19728289996961845,0.004867525680759106,0.046173089414850585
compas,mlp_two_layer,0.49,0.19266934297349986,0.004642412477947517,0.04506615772961513
compas,sgd_lr,0.51,0.19430619134911126,0.00472166964864491,0.04273339962156208
compas,mlp_one_layer,0.51,0.18872998317067258,0.0044544205252204615,0.04570630618815683
compas,mlp_two_layer,0.51,0.18977029504234638,0.00450368759602288,0.0407794907836816
compas,sgd_lr,0.53,0.18487937844139263,0.004274424632763925,0.04174441925296068
compas,mlp_one_layer,0.53,0.19165121987021277,0.004593453276878795,0.04707319911444637
compas,mlp_two_layer,0.53,0.18403876548520015,0.0042356246595501214,0.0411207212028186
compas,sgd_lr,0.55,0.16584824247886099,0.0034393956722983733,0.040662478081646844
compas,mlp_one_layer,0.55,0.18641637735926347,0.0043458256178339014,0.04956696119864708
compas,mlp_two_layer,0.55,0.18076250849147096,0.004086093900492556,0.045588817245199746
compas,sgd_lr,0.5700000000000001,0.17672329923090313,0.003905444953684758,0.027804898590929817
compas,mlp_one_layer,0.5700000000000001,0.19558801943053383,0.00478420563813623,0.030532528912407177
compas,mlp_two_layer,0.5700000000000001,0.18353951819649694,0.004212664869762385,0.027066716984256643
compas,sgd_lr,0.5900000000000001,0.1580693723309472,0.003124212971624012,0.039209053009158654
compas,mlp_one_layer,0.5900000000000001,0.15284818444669745,0.00292116398900708,0.04345285716418095
compas,mlp_two_layer,0.5900000000000001,0.15645471272372258,0.003060690428224139,0.04005178206288146
compas,sgd_lr,0.61,0.16489412543822823,0.003399921222236325,0.033100010529075005
compas,mlp_one_layer,0.61,0.16277168440061318,0.0033129280322780194,0.03688708546035381
compas,mlp_two_layer,0.61,0.16267183494287252,0.003308863267356953,0.03261238405875142
compas,sgd_lr,0.63,0.1600364919898546,0.0032024842259896916,0.02547836785948631
compas,mlp_one_layer,0.63,0.13741248237699744,0.0023608080864329847,0.030206246910590383
compas,mlp_two_layer,0.63,0.14010073700847614,0.00245410792552118,0.025741760432800884
compas,sgd_lr,0.65,0.11885584469227595,0.00176612195231033,0.015378720353242954
compas,mlp_one_layer,0.65,0.13367282148965154,0.002234027024968453,0.017793436516494912
compas,mlp_two_layer,0.65,0.13350640572675043,0.0022284666133075537,0.009823304647545014
compas,sgd_lr,0.6699999999999999,0.10181657739954464,0.001295966855622261,0.018820589392552434
compas,mlp_one_layer,0.6699999999999999,0.10830252508184235,0.0014663657120561311,0.01872482378154537
compas,mlp_two_layer,0.6699999999999999,0.11656698789175979,0.0016987422911886076,0.011552291305993133
compas,sgd_lr,0.69,0.11555739893016004,0.0016694386010285018,0.01750006328592702
compas,mlp_one_layer,0.69,0.10894343912255378,0.0014837752910407604,0.028418709771838854
compas,mlp_two_layer,0.69,0.1126609112415129,0.0015867827281110694,0.021419367325759067
compas,sgd_lr,0.71,0.04913958783509298,0.0003018366280545699,0.013749791857098913
compas,mlp_one_layer,0.71,0.07436821749089406,0.0006913571624025337,0.016461463311877457
compas,mlp_two_layer,0.71,0.06693327325297582,0.000560022545027363,0.0009959984183855466
compas,sgd_lr,0.73,0.06376539985867458,0.0005082636601871238,0.019193071186562598
compas,mlp_one_layer,0.73,0.09646225690497412,0.0011632293103031723,0.026097433066985157
compas,mlp_two_layer,0.73,0.09180432237208169,0.0010535895766012955,0.02083465327555343
compas,sgd_lr,0.75,0.0504990766058695,0.000318769391039543,0.018461971807006008
compas,mlp_one_layer,0.75,0.0757942725668308,0.0007181278882099885,0.02377329910348605
compas,mlp_two_layer,0.75,0.07208789483206524,0.0006496065468936593,0.01571122316584458
compas,sgd_lr,0.77,0.03905820625996359,0.00019069009991715856,0.016389944923418363
compas,mlp_one_layer,0.77,0.053112230790500425,0.00035261473616728713,0.02285122485990675
compas,mlp_two_layer,0.77,0.05789220354952018,0.0004189428034574828,0.016892994901537187
compas,sgd_lr,0.79,0.06142960527887864,0.00047170727022392915,0.01848134182806347
compas,mlp_one_layer,0.79,0.08158980818663153,0.0008321590538788359,0.022273994387601182
compas,mlp_two_layer,0.79,0.07256239310987544,0.0006581870236649336,0.009549257568714936
compas,sgd_lr,0.81,0.04791920557381868,0.00028703008923511303,0.011208509074359876
compas,mlp_one_layer,0.81,0.044126633008011895,0.00024339277508410399,0.01081689505678835
compas,mlp_two_layer,0.81,0.0451558504954922,0.0002548793836437352,0.006789906508379449
compas,sgd_lr,0.83,0.0375630246363603,0.0001763697000534559,0.012169188545550087
compas,mlp_one_layer,0.83,0.03197828231623434,0.00012782352434832073,0.0107533933327021
compas,mlp_two_layer,0.83,0.02739800847269591,9.382895375371568e-05,0.002958842444120313
compas,sgd_lr,0.85,0.024429833993875882,7.460002725093943e-05,0.0005689490221299979
compas,mlp_one_layer,0.85,0.007348749406877242,6.750276401443795e-06,0.004836624762079795
compas,mlp_two_layer,0.85,0.007515165169778237,7.059464438133278e-06,0.011466342704975001
compas,sgd_lr,0.87,0.019672050003243013,4.8372209804505804e-05,0.0031561964231568867
compas,mlp_one_layer,0.87,0.0002637049781355483,8.692226031671192e-09,0.005470943476826814
compas,mlp_two_layer,0.87,0.0035979941353377898,1.618137170957653e-06,0.012453306060387625
compas,sgd_lr,0.89,0.013099907489904083,2.1450224737963014e-05,0.012149143979411577
compas,mlp_one_layer,0.89,0.015358041380346132,2.948271292792711e-05,0.019385419003177935
compas,mlp_two_layer,0.89,0.009107636008616082,1.036826730888077e-05,0.020136971128520947
compas,sgd_lr,0.91,0.0028102928576061448,9.871827568891116e-07,0.0016958372091511148
compas,mlp_one_layer,0.91,0.0024552725634171546,7.535183137623406e-07,0.013511412529774532
compas,mlp_two_layer,0.91,0.0013065770923155196,2.1338527335146238e-07,0.05259125970927835
compas,sgd_lr,0.9299999999999999,0.0009293680297397522,1.07961725384315e-07,0.0009824030059545513
compas,mlp_one_layer,0.9299999999999999,0.0,0.0,0.0056343057736237155
compas,mlp_two_layer,0.9299999999999999,0.018199057148026387,4.139940787570321e-05,0.026625293780597553
compas,sgd_lr,0.95,0.0,0.0,0.003176000527651259
compas,mlp_one_layer,0.95,0.010067726948429834,1.2669451757502866e-05,0.0012002757686363007
compas,mlp_two_layer,0.95,0.006083989608829055,4.6267017501350805e-06,0.025356554673351746
